Sample_Index,Actual_Final_Energy,Predicted_Final_Energy,Baseline_Final_Energy_xTB,Selected_Energy_Target_Mode,Selected_Energy_Weight_Scheme,Actual_Selected_Energy_Target,Predicted_Selected_Energy_Target,Number_of_Atoms,Residual_Final_Energy,Abs_Error_Final_Energy,Baseline_Residual_Final_Energy_xTB,Baseline_Abs_Error_Final_Energy_xTB,Abs_Error_Final_Energy_per_atom,Relative_Abs_Error_Final_Energy,Abs_Error_Selected_Energy_Target,High_Error_Final_Energy_Flag,Improvement_vs_Baseline_Eh,Model_Better_Than_Baseline,Energy_Error_Rank
177,-19030.159836072264,-7269.148065553723,-424.8661706,delta_energy,none,-18605.293665472265,-6844.281894953723,292,11761.01177051854,11761.01177051854,18605.293665472265,18605.293665472265,40.27743757026897,0.618019600036096,11761.011770518542,True,6844.281894953725,True,1
67,-14519.041680875598,-5511.9230369506795,-217.032211,delta_energy,none,-14302.009469875598,-5294.89082595068,156,9007.118643924918,9007.118643924918,14302.009469875598,14302.009469875598,57.73794002515973,0.6203659195897785,9007.118643924918,True,5294.890825950681,True,2
68,-14676.01611562081,-5702.497949469481,-229.6894996,delta_energy,none,-14446.326616020811,-5472.808449869481,168,8973.51816615133,8973.51816615133,14446.326616020811,14446.326616020811,53.413798608043635,0.6114410133819634,8973.51816615133,True,5472.808449869481,True,3
6,-13099.69665416886,-7199.304801174084,-204.7537027,delta_energy,none,-12894.94295146886,-6994.551098474084,84,5900.391852994776,5900.391852994776,12894.94295146886,12894.94295146886,70.24276015469971,0.45042202188037117,5900.391852994776,True,6994.551098474084,True,4
24,-4258.848719227213,-9613.048834576011,-181.2526703,delta_energy,none,-4077.5960489272134,-9431.796164276011,104,-5354.200115348798,5354.200115348798,4077.5960489272134,4077.5960489272134,51.482693416815366,1.257194248568606,5354.200115348798,True,-1276.6040664215848,False,5
9,-13106.21505352,-8857.618481719765,-103.1059877,delta_energy,none,-13003.10906582,-8754.512494019764,48,4248.596571800235,4248.596571800235,13003.10906582,13003.10906582,88.51242857917157,0.3241665541460749,4248.596571800235,True,8754.512494019764,True,6
73,-10372.108088521496,-6965.587840142205,-239.4729117,delta_energy,none,-10132.635176821495,-6726.114928442205,122,3406.520248379291,3406.520248379291,10132.635176821495,10132.635176821495,27.92229711786304,0.3284308473555054,3406.52024837929,False,6726.1149284422045,True,7
247,-9226.004732844836,-6160.168940933124,-139.3522424,delta_energy,none,-9086.652490444836,-6020.816698533124,84,3065.8357919117125,3065.8357919117125,9086.652490444836,9086.652490444836,36.4980451418061,0.3323037306705391,3065.8357919117125,False,6020.816698533124,True,8
10,-5957.81484037633,-8538.836644356106,-150.1167043,delta_energy,none,-5807.69813607633,-8388.719940056106,64,-2581.0218039797765,2581.0218039797765,5807.69813607633,5807.69813607633,40.32846568718401,0.43321618296758146,2581.0218039797755,False,3226.676332096554,True,9
246,-6801.161979846189,-4231.252177192411,-174.6338389,delta_energy,none,-6626.528140946189,-4056.6183382924114,120,2569.9098026537777,2569.9098026537777,6626.528140946189,6626.528140946189,21.415915022114813,0.37786334309716274,2569.909802653777,False,4056.618338292411,True,10
