,MAE,RMSE,R2
HOMO_baseline_xTB,3.7663002222222226,3.771043215126817,-74.60386078196679
HOMO_kernel_ridge,0.12243863209165985,0.15966885901974745,0.8644618982894743
LUMO_baseline_xTB,5.905657333333333,5.911430534574288,-50.338305762352164
LUMO_kernel_ridge,0.1120368682138566,0.14810881647969823,0.9677731265061331
