Folder;File;Program Version;SMILES;Atoms_1;Atoms_2;Atoms_3;Atoms_4;dihedral_1_orca;dihedral_2_orca;dihedral_3_orca;dihedral_4_orca;dihedral_1_xtb;dihedral_2_xtb;dihedral_3_xtb;dihedral_4_xtb;Number of Atoms;Magnitude (Debye);Dipole_xtb (Debye);Final Energy (Eh);Total energy xtb (Eh);HOMO_orca (eV);LUMO_orca (eV);HOMO-LUMO Gap (eV);HOMO_xtb (eV);LUMO_xtb (eV);HOMO-LUMO xtb (eV)
Group 11;147.log;6.0.0;OC1=C(SC2=C3)C=C(C(C)(C)C)C=C1SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC(C=C3C(C)(C)C)=C2O)=C5OCCCCC(N=N6)=CN6CCCCCOC7=C(SC8=CC(C(C)(C)C)=CC(SC9=CC(C(C)(C)C)=CC(S%10)=C9OCCCCCN%11N=NC(CCCCOC%12=C(SC%13=C%14)C=C(C(C)(C)C)C=C%12SC%15=CC(C(C)(C)C)=CC(SC%16=CC(C(C)(C)C)=CC(SC(C=C%14C(C)(C)C)=C%13O)=C%16O)=C%15O)=C%11)=C8OCCCCCN%17C=C(CCCCOC%18=C(C=C(C=C%18SC%19=C%20)C(C)(C)C)SC%21=CC(C(C)(C)C)=CC(SC%22=C(O)C(SC(C=C%20C(C)(C)C)=C%19O)=CC(C(C)(C)C)=C%22)=C%21O)N=N%17)C=C(C(C)(C)C)C=C7SC%23=CC(C(C)(C)C)=CC%10=C%23OCCCCCN%24N=NC(CCCCOC%25=C(C=C%26C(C)(C)C)SC%27=C(O)C(SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%25=C%26)=C%29O)=CC(C(C)(C)C)=C%28)=CC(C(C)(C)C)=C%27)=C%24)=C4O;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;60,893;-50,479;53,564;-65,624;604;7.616617451;8,394;-19582.14137578391;-861,3787196;-5,582201;-1,456414;4.125846890799999;-9,3722;-7,2642;2,108007
Group 12;148.log;6.0.0;OCC(N=N1)=CN1C2=CC(C3=NC=CC=C3)=NC(C4=CC=CC=N4)=C2;None;None;None;None;None;None;None;None;None;None;None;None;39;3.863783684;3,779;-1096.051303536342;-67,25114693;-6,79856;-1,721477;5.077157434800001;-10,0011;-7,7154;2,285753
Group 12;149.log;6.0.0;CCCCCCC(N=N1)=CN1C2=CC(C3=NC=CC=C3)=NC(C4=CC=CC=N4)=C2;None;None;None;None;None;None;None;None;None;None;None;None;53;4.903864106;5,03;-1217.171986270181;-79,01837939;-6,838396;-1,765967;5.0725042854;-10,0066;-7,7225;2,284132
Group 12;150.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)C=C5C(C)(C)C;60-7-9-59;53-12-14-15;21-22-24-25;93-3-5-66;-18,319;51,119;-50,459;16,14;-24,567;53,145;-50,651;17,659;174;9.104419098;7,545;-5560.456946586898;-270,1864573;-5,641004;-1,811654;3.8294058991999997;-9,3195;-7,773;1,546527
Group 12;151.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)C=C5C(C)(C)C;61-7-9-60;54-12-14-15;21-22-24-25;95-3-5-67;-19,571;45,239;-47,813;21,378;-21,411;49,033;-51,804;23,752;180;9.405458634;8,594;-5639.004735767444;-276,5236498;-5,560377;-1,828742;3.7316897618000002;-9,0829;-7,7315;1,351366
Group 12;152.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)C=C5C(C)(C)C;61-9-7-62;68-5-3-97;25-24-22-21;15-14-12-55;18,185;-19,86;52,651;-53,686;21,623;-24,721;52,458;-52,458;186;9.112124069;6,652;-5717.410002778147;-282,8447512;-5,550119;-1,833559;3.7166146462000005;-9,27;-7,7453;1,524778
Group 12;153.log;6.0.0;CC(C1=CC2=C(OCCC3=CN(C4=CC(C5=NC=CC=C5)=NC(C6=CC=CC=N6)=C4)N=N3)C(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(SC9=CC(C(C)(C)C)=CC(S2)=C9OCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C8OCCC%14=CN(C%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)N=N%14)=C7OCCC%18=CN(C%19=CC(C%20=NC=CC=C%20)=NC(C%21=CC=CC=N%21)=C%19)N=N%18)=C1)(C)C;4-5-62-63;55-56-53-52;46-45-42-43;35-36-33-146;75,561;-63,053;62,896;-80,014;54,187;-60,995;73,592;-52,36;252;13.354934694;2,263;-7678.447851269722;-400,9145369;-5,541547;-1,897151;3.6444500134;-9,3801;-7,8942;1,485989
Group 12;154.log;6.0.0;CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCCCCCCCCCCC)=C3OCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C;29-30-33-32;40-39-42-43;49-50-4-5;20-120-22-23;57,592;-84,623;71,684;-54,322;68,308;-68,785;57,58;-67,184;246;10.117313378;8,909;-6502.190216658342;-346,1245789;-5,611888;-1,914185;3.6977571460000003;-9,42;-7,9954;1,424567
Group 12;155.log;6.0.0;CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCCCCCCCCCCC)=C3OCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C;98-8-11-10;18-17-20-21;27-28-31-30;38-37-5-4;56,741;-56,232;55,063;-59,043;56,334;-59,91;56,635;-60,208;252;8.558099216;8,061;-6580.645508012106;-352,4606634;-5,561357;-1,807681;3.7537309958;-9,3028;-7,7493;1,553502
Group 12;156.log;6.0.0;CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCCCCCCCCCCC)=C3OCCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C;29-30-33-32;40-39-42-43;49-50-4-5;20-124-22-23;63,69;-53,269;65,008;-72,622;48,086;-67,588;81,601;-56,757;258;5.082576167;6,851;-6659.149829399857;-358,7873966;-5,730609;-1,870239;3.8604268952;-9,3762;-7,7787;1,59749
Group 12;157.log;6.0.0;CC(C1=CC2=C(OCCCCC3=CN(C4=CC(C5=NC=CC=C5)=NC(C6=CC=CC=N6)=C4)N=N3)C(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(SC9=CC(C(C)(C)C)=CC(S2)=C9OCCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C8OCCCCC%14=CN(C%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)N=N%14)=C7OCCCCC%18=CN(C%19=CC(C%20=NC=CC=C%20)=NC(C%21=CC=CC=N%21)=C%19)N=N%18)=C1)(C)C;44-45-48-47;55-54-57-58;64-65-4-5;35-154-37-38;64,094;-62,138;65,509;-68,019;73,963;-89,291;57,095;-56,374;276;7.905773083;4,69;-7992.368498227469;-426,2409469;-5,69167;-1,929396;3.7623297982;-9,3157;-7,7963;1,519375
Group 13;158.log;6.0.0;CC(C1=CC2=C(OCCOCCO)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCOCCO)=C4OCCOCCO)=C3OCCOCCO)=C1)(C)C;29-30-33-32;40-39-5-4;50-10-13-12;20-19-22-23;58,651;-65,309;59,113;-64,355;61,153;-64,89;61,151;-64,901;152;0.109266596;0,063;-4670.881636024028;-222,5070716;-5,832678;-0,731323;5.1014300036;-9,6157;-6,6284;2,987342
Group 13;159.log;6.0.0;CC(C1=CC2=C(OCCOCCO)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCBr)=C4OCCOCCO)=C3OCCBr)=C1)(C)C;26-27-30-29;37-36-5-4;50-7-10-9;17-16-19-20;57,544;-57,704;64,66;-63,655;63,693;-63,054;65,007;-62,714;136;2.651434095;5,491;-9359.529487331156;-200,7859523;-6,061441;-0,995378;5.0661368178;-10,0379;-7,0499;2,988031
Group 13;160.log;6.0.0;OC1=C2C=C(C(C)(C)C)C=C1SC3=C(OCCOCCOC4=C(S2)C=C5C(C)(C)C)C(SC6=CC(C(C)(C)C)=CC(SC4=C5)=C6O)=CC(C(C)(C)C)=C3;53-13-11-10;4-3-23-25;44-43-41-40;34-33-31-47;-12,223;39,676;-46,201;20,26;-48,728;63,229;-37,88;23,662;107;6.364323755;4,784;-3673.246886422958;-155,1353879;-5,657303;-1,286046;4.3713209302000005;-9,4586;-6,9574;2,501196
Group 13;161.log;6.0.0;OC1=C2C=C(C(C)(C)C)C=C1SC3=C(OCCOCCOCCOC4=C(S2)C=C5C(C)(C)C)C(SC6=CC(C(C)(C)C)=CC(SC4=C5)=C6O)=CC(C(C)(C)C)=C3;28-26-3-4;10-11-13-56;50-34-36-37;43-44-46-47;-39,897;18,595;-21,134;44,884;-52,02;22,464;-22,803;49,415;114;5.139024859;8,42;-3826.850745512107;-165,530771;-5,447506;-1,189964;4.257604489600001;-9,3412;-7,252;2,08912
Group 13;162.log;6.0.0;OC1=C2C=C(C(C)(C)C)C=C1SC3=C(OCCOCCOCCOCCOC4=C(S2)C=C5C(C)(C)C)C(SC6=CC(C(C)(C)C)=CC(SC4=C5)=C6O)=CC(C(C)(C)C)=C3.C;69-53-55-56;62-63-65-66;47-45-40-31;37-38-40-75;-21,398;46,094;-82,896;20,047;-23,04;46,711;-80,699;20,221;121;5.792824048;6,989;-3980.361812625837;-175,9133108;-5,689738;-1,303162;4.3866409484;-9,3818;-7,2575;2,124347
Group 13;163.log;6.0.0;OC1=C2C=C(C(C)(C)C)C=C1SC3=C(OCCOCCOCCOCCOCCOC4=C(S2)C=C5C(C)(C)C)C(SC6=CC(C(C)(C)C)=CC(SC4=C5)=C6O)=CC(C(C)(C)C)=C3.C;20-18-3-4;10-11-13-48;42-26-28-29;35-36-38-39;-48,681;20,72;-17,776;43,282;-51,966;21,93;-23,68;51,711;114;6.418785883;9,083;-3826.804755184072;-165,5303853;-5,71665;-1,258454;4.4582613532;-9,3825;-7,2853;2,097205
Group 13;164.log;6.0.0;O=[N+](C1=CC(S2)=C3OCCOCCOCCOCCOC4=C5SC6=C(C2=CC([N+]([O-])=O)=C6)OCCOCCOCCOCCOC7=C(SC3=C1)C=C([N+]([O-])=O)C=C7SC4=CC([N+]([O-])=O)=C5)[O-];51-50-52-48;58-57-60-61;66-23-33-25;27-28-6-5;31,482;-22,246;20,948;-32,359;37,543;-30,016;26,88;-35,744;106;2.783471536;3,206;-4707.059857673863;-203,5297832;-6,843866;-2,79808;4.0458453748;-10,7587;-9,3297;1,429062
Group 13;165.log;6.0.0;CC(C1=CC2=C(OCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C;4-5-18-17;25-24-15-32;38-39-44-43;51-50-41-57;71,309;-71,401;64,487;-69,114;57,001;-55,742;66,367;-67,401;119;3.950833067;9,368;-8976.124788002648;-174,9357982;-5,938801;-0,838208;5.1006680844000005;-9,8614;-6,9377;2,923626
Group 13;166.log;6.0.0;CC(C1=CC2=C(OCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C;4-5-18-17;25-24-15-29;35-36-41-40;48-47-38-51;72,456;-73,249;68,993;-65,948;60,282;-56,401;62,983;-64,891;125;3.655698154;7,869;-9054.605552363848;-181,2632142;-5,855399;-0,756792;5.0986816522;-9,6907;-6,7728;2,917908
Group 13;167.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C;4-5-27-28;20-21-18-35;41-42-53-54;46-47-44-60;59,713;-77,478;71,989;-47,845;47,077;-65,719;70,802;-61,434;126;3.853408331;8,314;-9129.688293647403;-185,3271346;-5,960379;-0,89516;5.065293264399999;-9,9454;-6,9734;2,971931
Group 13;168.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C;27-28-4-5;43-58-45-46;52-53-40-41;18-34-20-21;60,234;-57,942;71,092;-79,889;55,235;-62,849;81,593;-63,753;132;3.697776375;7,007;-9208.169119474092;-191,6548605;-5,875454;-0,815704;5.059823773;-9,7843;-6,7851;2,999205
Group 13;169.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C;4-5-26-27;19-20-17-33;39-40-51-52;44-45-42-57;64,005;-75,577;74,1;-51,227;57,667;-74,362;68,936;-58,494;139;5.633733883;8,876;-9361.723607183592;-202,0433249;-5,81031;-0,743976;5.0664089318;-9,7011;-6,7135;2,987659
Group 13;170.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C;53-52-66-50;5-4-34-33;27-26-41-24;48-47-60-59;66,463;-57,557;53,293;-65,677;75,683;-60,312;46,606;-74,501;140;3.764967299;8,067;-9436.790587650159;-206,1020884;-6,044788;-0,983868;5.0609938632;-9,9954;-7,0717;2,923643
Group 13;171.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C;64-49-52-51;59-58-47-46;40-24-27-26;34-33-5-4;61,552;-61,836;59,179;-56,525;61,933;-63,778;60,822;-56,904;146;3.210673394;6,62;-9515.279726599761;-212,4285392;-5,922556;-0,854099;5.068531421;-9,8209;-6,8283;2,992559
Group 13;172.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C;4-5-36-37;29-30-27-44;50-51-62-63;55-56-53-69;65,922;-51,484;55,42;-64,385;64,102;-55,597;57,258;-63,275;147;4.358450438;8,245;-9590.352554852461;-216,4817289;-5,986883;-0,898698;5.088259686;-9,975;-6,9985;2,976468
Group 13;173.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C;4-5-26-27;19-20-17-33;39-40-51-52;44-45-42-57;56,9;-69,532;63,716;-49,337;53,474;-71,777;60,505;-51,649;153;3.638113678;7,415;-9668.829019699193;-222,8068575;-5,893168;-0,816983;5.0762594586;-9,7671;-6,7788;2,988389
Group 13;174.log;6.0.0;CC(C)(C)C1=CC(SC(C=C2C(C)(C)C)=C3OCCOCCOCCOCCOCCOC(C(S4)=CC(C(C)(C)C)=C5)=C5SC6=C(C7=CC(C(C)(C)C)=C6)OCCCBr)=C(OCCCBr)C(SC8=C(OCCOCCOCCOCCOCCOC9=C(S7)C=C(C(C)(C)C)C=C9SC%10=C(OCCCBr)C4=CC(C(C)(C)C)=C%10)C(SC(C=C(C=C%11SC3=C2)C(C)(C)C)=C%11OCCCBr)=CC(C(C)(C)C)=C8)=C1;26-27-30-29;37-36-5-4;50-7-10-9;17-16-19-20;50,171;-60,63;44,252;-50,776;56,682;-80,158;77,26;-78,179;292;1.894431389;1,77;-19030.159836072264;-424,8661706;-5,916052;-0,94648;4.9696451934;-9,8117;-6,9282;2,883537
Group 13;175.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C;46-8-11-10;18-17-20-21;27-28-31-30;38-37-5-4;66,304;-76,54;78,547;-65,873;66,607;-65,905;58,946;-88,475;186;1.146628922;0,859;-4768.581217752619;-241,4724921;-5,716705;-0,675704;5.0410751184;-9,5294;-6,5506;2,978837
Group 13;176.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C;53-54-41-42;21-35-23-24;30-31-4-5;44-57-46-47;73,531;-59,016;58,104;-71,366;73,172;-65,636;63,46;-73,355;193;1.665900865;0,925;-4922.154455621372;-251,8604736;-5,728296;-0,659431;5.068939592;-9,519;-6,52;2,999096
Group 13;177.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C;27-28-31-30;38-37-5-4;46-8-11-10;18-17-20-21;48,703;-55,516;66,258;-60,173;61,42;-58,982;64,593;-61,559;200;2.304887754;2,218;-5075.697760729798;-262,2390976;-5,6668;-0,613907;5.0529665002;-9,4419;-6,4811;2,960855
Group 13;178.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OC)=C1)(C)C;45-44-39-40;18-33-28-27;21-20-4-5;42-56-52-51;55,302;-52,65;52,607;-44,511;56,503;-63,062;60,143;-51,532;120;1.965030645;2,471;-3905.264348922762;-171,8404095;-5,895535;-0,767949;5.1276617932;-9,6774;-6,6791;2,998314
Group 13;179.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OC)=C1)(C)C;53-54-41-42;21-35-23-24;30-31-4-5;44-57-46-47;76,212;-74,684;66,063;-67,137;71,814;-71,859;68,908;-64,068;145;1.926248488;1,773;-4294.295244591265;-201,222427;-5,727371;-0,676193;5.051252182;-9,5233;-6,5209;3,002431
Group 13;180.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OC)=C1)(C)C;51-50-62-48;5-4-34-33;27-26-39-24;46-45-58-57;20,684;-23,777;28,598;-24,906;31,695;-51,243;50,947;-38,171;134;1.195670032;1,745;-4212.385189866874;-192,6054631;-5,940515;-0,796956;5.143634885;-9,604;-6,6537;2,950281
Group 14;181.log;6.0.0;CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC#CC(C5=CC=CC=C5)=O)=CC(C(C)(C)C)=C2)OCC#CC(C6=CC=CC=C6)=O)=C(OCC#CC(C7=CC=CC=C7)=O)C(CC8=CC(C(C)(C)C)=CC4=C8OCC#CC(C9=CC=CC=C9)=O)=C1)C;76-77-16-15;13-12-10-35;41-8-5-6;67-91-69-70;-36,32;33,403;1,035;6,077;-7,662;7,263;59,966;-58,183;172;5.566255797;1,452;-3843.390556157832;-252,9674429;-6,143346;-2,313207;3.8301950298;-9,854;-7,9292;1,924715
Group 14;182.log;6.0.0;CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC#CC(C5=CC=C(C)C=C5)=O)=CC(C(C)(C)C)=C2)OCC#CC(C6=CC=C(C)C=C6)=O)=C(OCC#CC(C7=CC=C(C)C=C7)=O)C(CC8=CC(C(C)(C)C)=CC4=C8OCC#CC(C9=CC=C(C)C=C9)=O)=C1)C;5-6-8-42;36-10-13-12;16-15-80-79;73-72-70-95;36,179;-6,239;-9,493;-30,914;36,704;-9,892;-2,722;-33,691;184;6.82771744;7,05;-4000.589105931253;-265,6592399;-6,042774;-2,190023;3.8528077032;-9,7822;-7,8991;1,883114
Group 14;183.log;6.0.0;CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC#CC(C5=CC=C(Cl)C=C5)=O)=CC(C(C)(C)C)=C2)OCC#CC(C6=CC=C(Cl)C=C6)=O)=C(OCC#CC(C7=CC=C(Cl)C=C7)=O)C(CC8=CC(C(C)(C)C)=CC4=C8OCC#CC(C9=CC=C(Cl)C=C9)=O)=C1)C;15-16-80-79;73-72-70-95;5-6-42-8;10-36-12-13;-48,106;43,428;2,588;11,16;-19,368;16,908;12,74;-7,595;172;4.996235868;5,114;-5680.849745178545;-269,1767098;-6,354694;-2,4405;3.9142510443999994;-10,0083;-8,3096;1,698692
Group 14;184.log;6.0.0;CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC#CC(C5=CC=C(OC)C=C5)=O)=CC(C(C)(C)C)=C2)OCC#CC(C6=CC=C(OC)C=C6)=O)=C(OCC#CC(C7=CC=C(OC)C=C7)=O)C(CC8=CC(C(C)(C)C)=CC4=C8OCC#CC(C9=CC=C(OC)C=C9)=O)=C1)C;13-12-10-37;43-8-6-5;99-73-76-75;83-82-16-15;-43,764;37,607;-0,825;12,632;-20,649;17,64;-0,386;4,758;188;7.171765191;4,706;-4300.778067749467;-281,9096961;-6,005767;-1,896307;4.1095200508;-9,7372;-7,6856;2,051673
Group 14;185.log;6.0.0;CC(C1=CC2=C(OCC#CC(C3=CC=CC=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCC#CC(C7=CC=CC=C7)=O)=C5OCC#CC(C8=CC=CC=C8)=O)=C4OCC#CC(C9=CC=CC=C9)=O)=C1)(C)C;38-39-42-41;49-48-5-4;90-19-22-21;29-28-31-32;-5,442;4,187;5,075;-4,976;1,238;2,208;6,513;-8,785;172;0.999669696;1,363;-3843.585294848233;-252,9432007;-6,027971;-2,075954;3.9520748904000005;-9,896;-7,8369;2,059156
Group 14;186.log;6.0.0;CC(C1=CC2=C(OCC#CC(C3=CC=C(C)C=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCC#CC(C7=CC=C(C)C=C7)=O)=C5OCC#CC(C8=CC=C(C)C=C8)=O)=C4OCC#CC(C9=CC=C(C)C=C9)=O)=C1)(C)C;4-5-49-50;42-43-40-39;33-32-29-30;22-23-20-94;-5,354;5,178;5,28;-5,99;0,577;3,442;5,162;-8,378;184;0.906627781;0,983;-4000.592362613332;-265,6301822;-5,953467;-1,945314;4.0082120086;-9,8047;-7,6709;2,133855
Group 14;187.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=CC=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=CC=C7)=O)=C6OCC#CC(C8=CC=CC=C8)=O)=C5OCC#CC(C9=CC=CC=C9)=O)=C1;6-7-9-10;47-46-44-43;37-36-34-33;27-26-24-81;-31,407;25,25;-24,662;31,36;-35,1;30,411;-22,584;23,664;172;4.705747523;8,067;-3843.460094750903;-252,9751724;-6,241714;-2,27318;3.9685922102;-9,777;-8,133;1,64401
Group 14;188.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=C(C)C=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=C(C)C=C7)=O)=C6OCC#CC(C8=CC=C(C)C=C8)=O)=C5OCC#CC(C9=CC=C(C)C=C9)=O)=C1;6-7-9-10;47-46-44-43;37-36-34-33;27-26-24-81;-33,671;26,119;-21,188;25,664;-30,797;27,266;-31,768;28,93;184;7.889129422;4,842;-4000.559822959236;-265,6702439;-6,056652;-2,187764;3.8689440634000003;-9,6481;-7,8031;1,844934
Group 14;189.log;6.0.0;CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=C(Cl)C=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=C(Cl)C=C7)=O)=C6OCC#CC(C8=CC=C(Cl)C=C8)=O)=C5OCC#CC(C9=CC=C(Cl)C=C9)=O)=C1;6-7-9-10;47-46-44-43;37-36-34-33;27-26-24-81;-36,169;29,489;-19,691;24,658;-22,599;24,823;-35,379;30,534;172;5.271228012;6,908;-5680.737445230662;-269,1923792;-6,329741;-2,463357;3.8664406146;-10,0067;-8,3405;1,666241
