target,cv_mae_mean,cv_mae_std
delta_homo_scaled,0.5870052304513477,0.024055720193478042
delta_lumo_scaled,0.4452043292763295,0.0858235587590007
delta_energy_per_atom,9.354860808606578,2.473352323696978
final_energy_restored,1102.9900894655632,273.9437684420042
